#Type ObjectName       	        RA     	        Dec     	 limit_cz   cz    Redshift    Redshift_uncertainty  zQual    MajorDiam	 MinorDiam
HCG66a                       	13h38m38.25s	+57d18m44.3s NULL	 20688	  0.069008	   0.000120	 NULL   	      0.45	      0.39
HCG66b                       	13h38m40.38s	+57d18m45.1s NULL	 21440	  0.071515	   0.000174	 NULL   	      0.49	      0.27
HCG66c                       	13h38m35.11s	+57d18m29.4s NULL	 20801	  0.069385	   0.000247	 NULL   	      0.32	      0.16
HCG66d                       	13h38m34.42s	+57d18m15.6s NULL	 20666	  0.068935	   0.000176	 NULL   	      0.17	      0.12
HCG67a                       	13h49m11.40s	-07d13m27.8s NULL	  7213	  0.024060	   0.000043	 NULL   	      1.96	      1.81
HCG67b                       	13h48m59.46s	-07d11m41.8s NULL	  7588	  0.025311	   0.000033	 NULL   	       2.1	       0.4
HCG67c                       	13h49m12.28s	-07d12m32.8s NULL	  7528	  0.025111	   0.000077	 NULL   	       0.7	       0.3
HCG67d                       	13h49m09.80s	-07d13m54.3s NULL	  7101	  0.023686	   0.000073	 NULL   	      0.55	      0.33
HCG68a                       	13h53m26.69s	+40d16m58.9s NULL	  2325	  0.007755	   0.000010	 NULL   	       2.2	       1.1
HCG68b                       	13h53m26.70s	+40d18m09.9s NULL	  2579	  0.008603	   0.000043	 NULL   	       1.4	       1.3
HCG68c                       	13h53m21.63s	+40d21m50.2s NULL	  2321	  0.007742	   0.000007	 NULL   	       3.2	       2.3
HCG68d                       	13h53m45.56s	+40d20m19.2s NULL	  2344	  0.007819	   0.000017	 NULL   	      1.12	      0.72
HCG68e                       	13h54m00.41s	+40d16m38.3s NULL	  2412	  0.008046	   0.000017	 NULL   	      1.24	      0.49
HCG69a                       	13h55m29.76s	+25d04m25.2s NULL	  8856	  0.029540	   0.000160	 NULL   	      1.58	      0.37
HCG69b                       	13h55m34.39s	+25d02m59.2s NULL	  8724	  0.029100	   0.000090	 NULL   	      0.59	      0.38
